deployment_id,filename,is_blank,identified_by,class,order,family,genus,species,common_name,date,time,number_of_objects,behavior,markings,year,month,day
North Vista Spring,nvs_20aug22_01743.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01743.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01743.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01743.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01743.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01745.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:02,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01749.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:04,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01751.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01753.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:05,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01756.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:07,10,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01763.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:11,3,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01763.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:11,3,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01763.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:11,3,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01769.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:11,3,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01769.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:11,3,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01769.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-03,07:50:11,3,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01780.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-03,08:07:26,1,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01782.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-03,08:07:26,1,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01785.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-03,08:07:26,1,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01790.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-03,08:07:28,1,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01936.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-03,08:09:10,1,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01937.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-03,08:09:10,1,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01940.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-03,08:09:13,1,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01941.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-03,08:09:13,1,walking,NA,2022,Aug,3
North Vista Spring,nvs_20aug22_01989.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,2022-08-05,07:41:27,1,walking,NA,2022,Aug,5
North Vista Spring,nvs_20aug22_01990.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,2022-08-05,07:41:28,1,walking,NA,2022,Aug,5
North Vista Spring,nvs_20aug22_02021.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-07,00:18:21,1,walking,NA,2022,Aug,7
North Vista Spring,nvs_20aug22_02025.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-07,01:21:42,1,walking,NA,2022,Aug,7
North Vista Spring,nvs_20aug22_02026.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-07,01:21:42,1,walking,NA,2022,Aug,7
North Vista Spring,nvs_20aug22_02029.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-07,01:21:42,1,walking,NA,2022,Aug,7
North Vista Spring,nvs_20aug22_02037.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Bovidae,Bos,taurus,Domestic Cattle,2022-08-07,01:21:45,1,walking,NA,2022,Aug,7
North Vista Spring,nvs_20aug22_02097.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02097.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02097.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02097.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02097.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02097.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02097.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02098.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02098.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02098.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02098.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02098.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02098.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02098.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02099.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02099.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02099.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02099.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02099.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02099.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02099.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:40,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02101.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:41,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02101.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:41,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02101.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:41,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02101.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:41,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02101.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:41,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02101.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:41,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02101.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:41,7,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02107.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02107.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02107.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02107.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02107.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02107.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02108.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02108.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02108.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02108.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02108.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02108.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:45,6,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02117.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:47,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02117.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:47,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02117.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:47,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02117.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:47,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02117.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:47,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02118.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:48,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02118.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:48,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02118.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:48,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02118.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:48,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02118.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:48,5,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02129.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:55,3,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02129.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:55,3,walking,NA,2022,Aug,10
North Vista Spring,nvs_20aug22_02129.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-10,07:35:55,3,walking,NA,2022,Aug,10
Big Cojo,gov_17sep22_00201.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,2022-08-25,13:07:58,1,walking,NA,2022,Aug,25
Big Cojo,gov_17sep22_00237.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-26,20:33:11,1,walking,NA,2022,Aug,26
Big Cojo,gov_17sep22_00282.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-27,20:33:17,1,walking,NA,2022,Aug,27
Big Cojo,gov_17sep22_00285.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-27,20:33:17,1,walking,NA,2022,Aug,27
Big Cojo,gov_17sep22_00286.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-27,20:33:17,1,walking,NA,2022,Aug,27
Big Cojo,gov_17sep22_00287.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-27,20:33:17,1,walking,NA,2022,Aug,27
Big Cojo,gov_17sep22_00289.JPG,0,Zoe Zilz,Mammalia,Cetartiodactyla,Suidae,Sus,scrofa,Wild Boar,2022-08-27,23:33:58,3,walking,NA,2022,Aug,27
