subject_id,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at
458038,17947,,101994,"{""link"":""https://www.flickr.com/photos/kretyen/2740694473"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""2740694473_cfd1f8140a_z.jpg"",""subject_id"":18,""attribution"":""Ken Bosma""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7464005a-9d74-4164-a0a2-290ac06ffdb1.jpeg""}",0,,,2015-05-25 21:03:12 UTC,2015-05-25 21:03:12 UTC
458039,17947,,101994,"{""link"":""https://www.flickr.com/photos/pustovit/15867520885"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""15867520885_a7ff0ac48e_z.jpg"",""subject_id"":19,""attribution"":""Vladimir Pustovit""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ba397049-9cd0-48e2-b3d4-49c21d595d42.jpeg""}",0,,,2015-05-25 21:03:13 UTC,2015-05-25 21:03:13 UTC
458040,17947,,101994,"{""link"":""https://www.flickr.com/photos/aigle_dore/6672148315"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""6672148315_df2d723a3a_z.jpg"",""subject_id"":20,""attribution"":""Moyan Brenn""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a8fbe82d-3128-42e1-8e4f-6b08b5a8842e.jpeg""}",0,,,2015-05-25 21:03:13 UTC,2015-05-25 21:03:13 UTC
458041,17947,,101994,"{""link"":""https://www.flickr.com/photos/pagedooley/10225182346"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""10225182346_0d446c8a38_z.jpg"",""subject_id"":21,""attribution"":""Kevin Dooley""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/915baea1-7b5f-49e1-9601-380c34ae0cab.jpeg""}",0,,,2015-05-25 21:03:14 UTC,2015-05-25 21:03:14 UTC
458042,17947,,101994,"{""link"":""https://www.flickr.com/photos/niceimages/9835794446"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""9835794446_d5e6020cbd_z.jpg"",""subject_id"":22,""attribution"":""drpavloff""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/848357cc-8d3e-4903-9829-101a0d253780.jpeg""}",0,,,2015-05-25 21:03:14 UTC,2015-05-25 21:03:14 UTC
458043,17947,,101994,"{""link"":""https://www.flickr.com/photos/8058853@N06/1698598876"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""1698598876_2eb077b419_z.jpg"",""subject_id"":23,""attribution"":""Helgi Halldorsson""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/27fe7942-0b98-4d4a-be7a-7f8cb538f705.jpeg""}",0,,,2015-05-25 21:03:15 UTC,2015-05-25 21:03:15 UTC
458044,17947,,101994,"{""link"":""https://www.flickr.com/photos/htakashi/11315834234"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""11315834234_0a07f924e2_z.jpg"",""subject_id"":24,""attribution"":""Takashi Hososhima""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/222c33a9-05b3-416b-a67a-7faabc40f96e.jpeg""}",0,,,2015-05-25 21:03:15 UTC,2015-05-25 21:03:15 UTC
458045,17947,,101994,"{""link"":""https://www.flickr.com/photos/davebloggs007/11766275466"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""11766275466_8c779bc32c_z.jpg"",""subject_id"":25,""attribution"":""davebloggs007""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/149ede82-47cf-47dd-8105-aba5bdb58a58.jpeg""}",0,,,2015-05-25 21:03:16 UTC,2015-05-25 21:03:16 UTC
458046,17947,,101994,"{""link"":""https://www.flickr.com/photos/cseeman/16826759250"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""16826759250_fc231f35a0_z.jpg"",""subject_id"":26,""attribution"":""Corey Seeman""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/fdc904e8-a1b9-40d7-83a0-28d18e9cc29b.jpeg""}",0,,,2015-05-25 21:03:17 UTC,2015-05-25 21:03:17 UTC
458047,17947,,101994,"{""link"":""https://www.flickr.com/photos/11939863@N08/3426033125"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""3426033125_455e921468_z.jpg"",""subject_id"":27,""attribution"":""Dubravko Soric""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/f124cf1a-dc03-44c5-b37f-d63b65df3d3b.jpeg""}",0,,,2015-05-25 21:03:18 UTC,2015-05-25 21:03:18 UTC
458048,17947,,101994,"{""link"":""https://www.flickr.com/photos/htakashi/5408115862"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""5408115862_b80d8a0608_z.jpg"",""subject_id"":28,""attribution"":""Takashi Hososhima""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/3eecf251-7205-4ef3-b13f-e930c97d92de.jpeg""}",0,,,2015-05-25 21:03:19 UTC,2015-05-25 21:03:19 UTC
458049,17947,,101994,"{""link"":""https://www.flickr.com/photos/69214385@N04/14704713489"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""14704713489_d49728abd3_z.jpg"",""subject_id"":29,""attribution"":""Don McCullough""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/512649e3-33d7-4811-b0f2-64703e687160.jpeg""}",0,,,2015-05-25 21:03:19 UTC,2015-05-25 21:03:19 UTC
458050,17947,,101994,"{""link"":""https://www.flickr.com/photos/sangatiche/275371612"",""origin"":""Flickr"",""license"":""Creative Commons - share adapt attribute"",""image_name"":""275371612_d728c1f818_z.jpg"",""subject_id"":30,""attribution"":""SanGatiche""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/11f98201-1c3f-44d5-965b-e00373daeb18.jpeg""}",0,,,2015-05-25 21:03:20 UTC,2015-05-25 21:03:20 UTC
73025916,17947,,102479,"{""Filename"":""badger_yard.jpeg""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2b9a1e23-14c5-413a-94ae-9bc196ae63ca.jpeg""}",0,,,2022-02-18 03:29:55 UTC,2022-02-18 03:29:55 UTC
73025917,17947,,102479,"{""Filename"":""bobcats_culvert.jpeg""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/431a895d-1086-4b63-adf8-f2527fc2ec57.jpeg""}",0,,,2022-02-18 03:29:56 UTC,2022-02-18 03:29:56 UTC
73025918,17947,,102479,"{""Filename"":""deer_culvert.jpeg""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/5f7c5d9a-b6dd-42bf-b8d1-16980e376ae6.jpeg""}",0,,,2022-02-18 03:29:58 UTC,2022-02-18 03:29:58 UTC
73025919,17947,,102479,"{""Filename"":""puma_culvert.jpeg""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/3d0e74b3-b61d-4e19-a9dd-e50f708d3a3b.jpeg""}",0,,,2022-02-18 03:29:59 UTC,2022-02-18 03:29:59 UTC
73025920,17947,,102479,"{""Filename"":""skunks_culvert.jpeg""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e599f5f3-35fe-44bf-8a4f-6383443df31e.jpeg""}",0,,,2022-02-18 03:29:59 UTC,2022-02-18 03:29:59 UTC
75660459,17947,20748,104402,"{""image1"":""bc17apr22_105.JPG"",""image2"":""bc17apr22_106.JPG"",""image3"":""bc17apr22_107.JPG"",""image4"":""bc17apr22_108.JPG"",""image5"":""bc17apr22_109.JPG"",""image6"":""bc17apr22_110.JPG"",""image7"":""bc17apr22_111.JPG"",""image8"":""bc17apr22_112.JPG"",""subject"":""1"",""sitedate"":""bc17apr22""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7f49f5b4-60a8-43ad-8b2c-1361d4aaf8f7.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/d840c1c7-51d3-42ef-9855-0b6c0df14537.jpeg"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/6e402546-3cbd-4b0c-81c9-8fe61b221e94.jpeg"",""3"":""https://panoptes-uploads.zooniverse.org/subject_location/05d7bd53-bfa6-4cca-a887-8da9034cdf48.jpeg"",""4"":""https://panoptes-uploads.zooniverse.org/subject_location/25634cdf-e495-43c1-a36f-9b7369763a89.jpeg"",""5"":""https://panoptes-uploads.zooniverse.org/subject_location/ba4a573e-6735-40bb-bca4-e28cfbcbc7cc.jpeg"",""6"":""https://panoptes-uploads.zooniverse.org/subject_location/4c80be4a-9234-44b5-b9d6-ba127793a79a.jpeg"",""7"":""https://panoptes-uploads.zooniverse.org/subject_location/c9e494e0-7928-48e6-853c-a9a6926cda2c.jpeg""}",15,2022-10-11 19:53:30 UTC,classification_count,2022-05-05 18:01:36 UTC,2022-05-05 18:01:36 UTC
75660460,17947,20748,104402,"{""image1"":""bc17apr22_121.JPG"",""image2"":""bc17apr22_122.JPG"",""image3"":""bc17apr22_123.JPG"",""image4"":""bc17apr22_124.JPG"",""image5"":""bc17apr22_125.JPG"",""image6"":""bc17apr22_126.JPG"",""image7"":""bc17apr22_127.JPG"",""image8"":""bc17apr22_128.JPG"",""subject"":""2"",""sitedate"":""bc17apr22""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/49023c64-37fe-44aa-911d-f0303b1c31f2.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8172b530-4210-4e62-8ff9-7edf3c96d887.jpeg"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/ef3e9827-e5c8-48a7-be1e-a6cd4daca187.jpeg"",""3"":""https://panoptes-uploads.zooniverse.org/subject_location/59d1cf12-056f-4eb8-a353-efd8a6d6a70f.jpeg"",""4"":""https://panoptes-uploads.zooniverse.org/subject_location/86562d39-eeb7-4032-b3bd-3e1da399f6f5.jpeg"",""5"":""https://panoptes-uploads.zooniverse.org/subject_location/40cacf77-e666-4b5b-980e-efae56f55bde.jpeg"",""6"":""https://panoptes-uploads.zooniverse.org/subject_location/88376163-c6ea-492d-806f-7fc81e168267.jpeg"",""7"":""https://panoptes-uploads.zooniverse.org/subject_location/deae2032-74b3-4463-b30b-65c02eeda037.jpeg""}",15,2022-10-12 01:58:23 UTC,classification_count,2022-05-05 18:01:37 UTC,2022-05-05 18:01:37 UTC
75660461,17947,20748,104402,"{""image1"":""bc17apr22_513.JPG"",""image2"":""bc17apr22_514.JPG"",""image3"":""bc17apr22_515.JPG"",""image4"":""bc17apr22_516.JPG"",""image5"":""bc17apr22_517.JPG"",""image6"":""bc17apr22_518.JPG"",""image7"":""bc17apr22_519.JPG"",""image8"":""bc17apr22_520.JPG"",""subject"":""3"",""sitedate"":""bc17apr22""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/d19763ed-88c8-4fa7-b61d-ac984624a6dd.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/38b79b71-1912-4c73-af64-76026defdaf5.jpeg"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/bca28456-14b0-4838-a5e0-e0bec32c78ea.jpeg"",""3"":""https://panoptes-uploads.zooniverse.org/subject_location/8079d029-0de3-4f3b-be02-3ba1e36c840e.jpeg"",""4"":""https://panoptes-uploads.zooniverse.org/subject_location/f84e2b97-4249-4d7e-962a-1b425f664adb.jpeg"",""5"":""https://panoptes-uploads.zooniverse.org/subject_location/e00e786b-df94-4449-8197-58456fac60d0.jpeg"",""6"":""https://panoptes-uploads.zooniverse.org/subject_location/bb0545bb-85d2-455b-be33-fbc9008ed23b.jpeg"",""7"":""https://panoptes-uploads.zooniverse.org/subject_location/8a53c4fd-7536-4971-a11a-ccdf3161d4a9.jpeg""}",15,2022-10-11 20:55:40 UTC,classification_count,2022-05-05 18:01:38 UTC,2022-05-05 18:01:38 UTC
75660462,17947,20748,104402,"{""image1"":""bc17apr22_521.JPG"",""image2"":""bc17apr22_522.JPG"",""image3"":""bc17apr22_523.JPG"",""image4"":""bc17apr22_524.JPG"",""image5"":""bc17apr22_525.JPG"",""image6"":""bc17apr22_526.JPG"",""image7"":""bc17apr22_527.JPG"",""image8"":""bc17apr22_528.JPG"",""subject"":""4"",""sitedate"":""bc17apr22""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/30a00da5-6bdd-4a7e-9d64-b09784a5dfcc.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/47e2d230-827b-4cc5-a986-6fe477ff82d4.jpeg"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/d5e86748-cc26-419a-a0bf-2498f969abfd.jpeg"",""3"":""https://panoptes-uploads.zooniverse.org/subject_location/fd285236-944e-44d8-871d-92d2bb331ed7.jpeg"",""4"":""https://panoptes-uploads.zooniverse.org/subject_location/3e6f4503-3f3b-4dcc-92ac-f3f59a9c4cd5.jpeg"",""5"":""https://panoptes-uploads.zooniverse.org/subject_location/71af8a8e-a959-4db1-9de2-06d4c649543d.jpeg"",""6"":""https://panoptes-uploads.zooniverse.org/subject_location/6d6de35f-7a99-4850-b9a1-2c524e0ec073.jpeg"",""7"":""https://panoptes-uploads.zooniverse.org/subject_location/0654890f-c01e-45e6-9878-f1f0561d46db.jpeg""}",15,2022-10-12 02:06:58 UTC,classification_count,2022-05-05 18:01:39 UTC,2022-05-05 18:01:39 UTC
75660463,17947,20748,104402,"{""image1"":""bc17apr22_3849.JPG"",""image2"":""bc17apr22_3850.JPG"",""image3"":""bc17apr22_3851.JPG"",""image4"":""bc17apr22_3852.JPG"",""image5"":""bc17apr22_3853.JPG"",""image6"":""bc17apr22_3854.JPG"",""image7"":""bc17apr22_3855.JPG"",""image8"":""bc17apr22_3856.JPG"",""subject"":""5"",""sitedate"":""bc17apr22""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8caec510-a061-4c1d-a98c-1d68bcdf7114.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/483d5961-a32e-4d94-9831-dae9cc41c656.jpeg"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/2b6962e9-a4c0-4b4f-9271-913f7b84646a.jpeg"",""3"":""https://panoptes-uploads.zooniverse.org/subject_location/4d5e6656-e952-4f13-933d-49a71a6d4677.jpeg"",""4"":""https://panoptes-uploads.zooniverse.org/subject_location/415e3879-b299-4063-b584-57014ce48841.jpeg"",""5"":""https://panoptes-uploads.zooniverse.org/subject_location/c92a66b6-cde5-42ba-807f-5ec48e058f5b.jpeg"",""6"":""https://panoptes-uploads.zooniverse.org/subject_location/63dc1d30-3bd4-476a-83fc-ffd876fb7d89.jpeg"",""7"":""https://panoptes-uploads.zooniverse.org/subject_location/017f4c59-92e2-40b3-8eb1-af89dad97010.jpeg""}",15,2022-10-11 20:59:43 UTC,classification_count,2022-05-05 18:01:40 UTC,2022-05-05 18:01:40 UTC
75660464,17947,20748,104402,"{""image1"":""bc28apr22_465.JPG"",""image2"":""bc28apr22_466.JPG"",""image3"":""bc28apr22_467.JPG"",""image4"":""bc28apr22_468.JPG"",""image5"":""bc28apr22_469.JPG"",""image6"":""bc28apr22_470.JPG"",""image7"":""bc28apr22_471.JPG"",""image8"":""bc28apr22_472.JPG"",""subject"":""6"",""sitedate"":""bc28apr22""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/65366b77-a9df-440d-a5e3-99d04892c13e.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8264426a-3d00-4989-bfc7-44312d68a6e8.jpeg"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/ae93da50-c535-4446-ab19-833af02731d1.jpeg"",""3"":""https://panoptes-uploads.zooniverse.org/subject_location/1d98f6df-d9f4-4c8e-904e-cdb1b2c9da89.jpeg"",""4"":""https://panoptes-uploads.zooniverse.org/subject_location/00fe4406-8f9b-4f30-8589-2c78c4516bf2.jpeg"",""5"":""https://panoptes-uploads.zooniverse.org/subject_location/e7a5eee6-a40f-4791-8f82-0c8a84e8312e.jpeg"",""6"":""https://panoptes-uploads.zooniverse.org/subject_location/47412f06-3d32-4817-a4f2-af355c791cb7.jpeg"",""7"":""https://panoptes-uploads.zooniverse.org/subject_location/873553a6-3f2d-4d7b-9bf1-37569df9e882.jpeg""}",15,2022-10-11 22:53:49 UTC,classification_count,2022-05-05 18:01:41 UTC,2022-05-05 18:01:41 UTC
75660465,17947,20748,104402,"{""image1"":""bc28apr22_873.JPG"",""image2"":""bc28apr22_874.JPG"",""image3"":""bc28apr22_875.JPG"",""image4"":""bc28apr22_876.JPG"",""image5"":""bc28apr22_877.JPG"",""image6"":""bc28apr22_878.JPG"",""image7"":""bc28apr22_879.JPG"",""image8"":""bc28apr22_880.JPG"",""subject"":""7"",""sitedate"":""bc28apr22""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/926af225-ad16-4385-a488-58b94cfa6ebb.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/ef31563e-b5af-47d5-9e36-6f53ad0d332c.jpeg"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/f549ace2-8e5d-4c56-b54f-a7ab927c648c.jpeg"",""3"":""https://panoptes-uploads.zooniverse.org/subject_location/4cd3c4e7-40f0-4b7c-9458-db1e66abbd6f.jpeg"",""4"":""https://panoptes-uploads.zooniverse.org/subject_location/444c4719-6c43-41a4-b419-5a9abbdeed1a.jpeg"",""5"":""https://panoptes-uploads.zooniverse.org/subject_location/b45978bb-8a0e-4862-abde-6d551674dab7.jpeg"",""6"":""https://panoptes-uploads.zooniverse.org/subject_location/ca0de658-a18b-486f-adba-58627292c1d7.jpeg"",""7"":""https://panoptes-uploads.zooniverse.org/subject_location/b4644902-d516-483e-8d58-60b8c8fca5b1.jpeg""}",15,2022-10-11 20:47:04 UTC,classification_count,2022-05-05 18:01:42 UTC,2022-05-05 18:01:42 UTC
75660466,17947,20748,104402,"{""image1"":""bc28apr22_1329.JPG"",""image2"":""bc28apr22_1330.JPG"",""image3"":""bc28apr22_1331.JPG"",""image4"":""bc28apr22_1332.JPG"",""image5"":""bc28apr22_1333.JPG"",""image6"":""bc28apr22_1334.JPG"",""image7"":""bc28apr22_1335.JPG"",""image8"":""bc28apr22_1336.JPG"",""subject"":""8"",""sitedate"":""bc28apr22""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/39aa6b83-f4bd-4901-8d9c-e73c387037df.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/bb435da4-97d2-4ee5-8ba5-49ccb5b58c66.jpeg"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/437c83bd-6416-4f23-8854-d64a5481ccc6.jpeg"",""3"":""https://panoptes-uploads.zooniverse.org/subject_location/2e367702-1d15-43e3-bab8-26ff298e7448.jpeg"",""4"":""https://panoptes-uploads.zooniverse.org/subject_location/507fce6f-58f0-475c-adba-1d63a7a9c082.jpeg"",""5"":""https://panoptes-uploads.zooniverse.org/subject_location/bbc5237b-c111-4852-bf3d-8d5556af5596.jpeg"",""6"":""https://panoptes-uploads.zooniverse.org/subject_location/110993ce-fb86-483c-bf8c-fedb4dfef1c6.jpeg"",""7"":""https://panoptes-uploads.zooniverse.org/subject_location/0ea21b32-4a32-4a34-8d39-39b35b849bee.jpeg""}",17,2022-10-12 00:14:22 UTC,classification_count,2022-05-05 18:01:42 UTC,2022-05-05 18:01:42 UTC
